Id_passageiro,Sobrevivente,Classe,Sexo,Sexo (Nominal),Idade,Irmaos_conjunges,Pais_Filhos,Bilhete,Custo_Bilhete,Cabine,Porto_embarque,Porto_embarque (Ordinal)
364,0,3,Masculino,1,35.0,0,0,SOTON/O.Q. 3101310,7.05,Nao identificado,S,3.0
365,0,3,Masculino,1,,1,0,370365,15.5,Nao identificado,Q,2.0
366,0,3,Masculino,1,30.0,0,0,C 7076,7.25,Nao identificado,S,3.0
367,1,1,Feminino,2,60.0,1,0,110813,75.25,D37,C,1.0
368,1,3,Feminino,2,,0,0,2626,7.23,Nao identificado,C,1.0
369,1,3,Feminino,2,,0,0,14313,7.75,Nao identificado,Q,2.0
370,1,1,Feminino,2,24.0,0,0,PC 17477,69.3,B35,C,1.0
371,1,1,Masculino,1,25.0,1,0,11765,55.44,E50,C,1.0
372,0,3,Masculino,1,18.0,1,0,3101267,6.5,Nao identificado,S,3.0
373,0,3,Masculino,1,19.0,0,0,323951,8.05,Nao identificado,S,3.0
374,0,1,Masculino,1,22.0,0,0,PC 17760,135.63,Nao identificado,C,1.0
376,1,1,Feminino,2,,1,0,PC 17604,82.17,Nao identificado,C,1.0
377,1,3,Feminino,2,22.0,0,0,C 7077,7.25,Nao identificado,S,3.0
378,0,1,Masculino,1,27.0,0,2,113503,211.5,C82,C,1.0
379,0,3,Masculino,1,20.0,0,0,2648,4.01,Nao identificado,C,1.0
380,0,3,Masculino,1,19.0,0,0,347069,7.78,Nao identificado,S,3.0
381,1,1,Feminino,2,42.0,0,0,PC 17757,227.52,Nao identificado,C,1.0
383,0,3,Masculino,1,32.0,0,0,STON/O 2. 3101293,7.92,Nao identificado,S,3.0
384,1,1,Feminino,2,35.0,1,0,113789,52.0,Nao identificado,S,3.0
385,0,3,Masculino,1,,0,0,349227,7.9,Nao identificado,S,3.0
386,0,2,Masculino,1,18.0,0,0,S.O.C. 14879,73.5,Nao identificado,S,3.0
388,1,2,Feminino,2,36.0,0,0,27849,13.0,Nao identificado,S,3.0
389,0,3,Masculino,1,,0,0,367655,7.73,Nao identificado,Q,2.0
390,1,2,Feminino,2,17.0,0,0,SC 1748,12.0,Nao identificado,C,1.0
391,1,1,Masculino,1,36.0,1,2,113760,120.0,B96 B98,S,3.0
392,1,3,Masculino,1,21.0,0,0,350034,7.8,Nao identificado,S,3.0
393,0,3,Masculino,1,28.0,2,0,3101277,7.92,Nao identificado,S,3.0
394,1,1,Feminino,2,23.0,1,0,35273,113.28,D36,C,1.0
395,1,3,Feminino,2,24.0,0,2,PP 9549,16.7,G6,S,3.0
396,0,3,Masculino,1,22.0,0,0,350052,7.8,Nao identificado,S,3.0
397,0,3,Feminino,2,31.0,0,0,350407,7.85,Nao identificado,S,3.0
398,0,2,Masculino,1,46.0,0,0,28403,26.0,Nao identificado,S,3.0
399,0,2,Masculino,1,23.0,0,0,244278,10.5,Nao identificado,S,3.0
400,1,2,Feminino,2,28.0,0,0,240929,12.65,Nao identificado,S,3.0
401,1,3,Masculino,1,39.0,0,0,STON/O 2. 3101289,7.92,Nao identificado,S,3.0
402,0,3,Masculino,1,26.0,0,0,341826,8.05,Nao identificado,S,3.0
403,0,3,Feminino,2,21.0,1,0,4137,9.82,Nao identificado,S,3.0
404,0,3,Masculino,1,28.0,1,0,STON/O2. 3101279,15.85,Nao identificado,S,3.0
405,0,3,Feminino,2,20.0,0,0,315096,8.66,Nao identificado,S,3.0
406,0,2,Masculino,1,34.0,1,0,28664,21.0,Nao identificado,S,3.0
407,0,3,Masculino,1,51.0,0,0,347064,7.75,Nao identificado,S,3.0
409,0,3,Masculino,1,21.0,0,0,312992,7.78,Nao identificado,S,3.0
410,0,3,Feminino,2,,3,1,4133,25.47,Nao identificado,S,3.0
411,0,3,Masculino,1,,0,0,349222,7.9,Nao identificado,S,3.0
412,0,3,Masculino,1,,0,0,394140,6.86,Nao identificado,Q,2.0
413,1,1,Feminino,2,33.0,1,0,19928,90.0,C78,Q,2.0
414,0,2,Masculino,1,,0,0,239853,0.0,Nao identificado,S,3.0
415,1,3,Masculino,1,44.0,0,0,STON/O 2. 3101269,7.92,Nao identificado,S,3.0
416,0,3,Feminino,2,,0,0,343095,8.05,Nao identificado,S,3.0
417,1,2,Feminino,2,34.0,1,1,28220,32.5,Nao identificado,S,3.0
418,1,2,Feminino,2,18.0,0,2,250652,13.0,Nao identificado,S,3.0
419,0,2,Masculino,1,30.0,0,0,28228,13.0,Nao identificado,S,3.0
421,0,3,Masculino,1,,0,0,349254,7.9,Nao identificado,C,1.0
422,0,3,Masculino,1,21.0,0,0,A/5. 13032,7.73,Nao identificado,Q,2.0
423,0,3,Masculino,1,29.0,0,0,315082,7.88,Nao identificado,S,3.0
424,0,3,Feminino,2,28.0,1,1,347080,14.4,Nao identificado,S,3.0
425,0,3,Masculino,1,18.0,1,1,370129,20.21,Nao identificado,S,3.0
426,0,3,Masculino,1,,0,0,A/4. 34244,7.25,Nao identificado,S,3.0
427,1,2,Feminino,2,28.0,1,0,2003,26.0,Nao identificado,S,3.0
428,1,2,Feminino,2,19.0,0,0,250655,26.0,Nao identificado,S,3.0
429,0,3,Masculino,1,,0,0,364851,7.75,Nao identificado,Q,2.0
430,1,3,Masculino,1,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,S,3.0
431,1,1,Masculino,1,28.0,0,0,110564,26.55,C52,S,3.0
432,1,3,Feminino,2,,1,0,376564,16.1,Nao identificado,S,3.0
433,1,2,Feminino,2,42.0,1,0,SC/AH 3085,26.0,Nao identificado,S,3.0
434,0,3,Masculino,1,17.0,0,0,STON/O 2. 3101274,7.12,Nao identificado,S,3.0
435,0,1,Masculino,1,50.0,1,0,13507,55.9,E44,S,3.0
436,1,1,Feminino,2,14.0,1,2,113760,120.0,B96 B98,S,3.0
437,0,3,Feminino,2,21.0,2,2,W./C. 6608,34.38,Nao identificado,S,3.0
438,1,2,Feminino,2,24.0,2,3,29106,18.75,Nao identificado,S,3.0
439,0,1,Masculino,1,64.0,1,4,19950,263.0,C23 C25 C27,S,3.0
440,0,2,Masculino,1,31.0,0,0,C.A. 18723,10.5,Nao identificado,S,3.0
441,1,2,Feminino,2,45.0,1,1,F.C.C. 13529,26.25,Nao identificado,S,3.0
442,0,3,Masculino,1,20.0,0,0,345769,9.5,Nao identificado,S,3.0
443,0,3,Masculino,1,25.0,1,0,347076,7.78,Nao identificado,S,3.0
444,1,2,Feminino,2,28.0,0,0,230434,13.0,Nao identificado,S,3.0
445,1,3,Masculino,1,,0,0,65306,8.11,Nao identificado,S,3.0
447,1,2,Feminino,2,13.0,0,1,250644,19.5,Nao identificado,S,3.0
448,1,1,Masculino,1,34.0,0,0,113794,26.55,Nao identificado,S,3.0
450,1,1,Masculino,1,52.0,0,0,113786,30.5,C104,S,3.0
451,0,2,Masculino,1,36.0,1,2,C.A. 34651,27.75,Nao identificado,S,3.0
452,0,3,Masculino,1,,1,0,65303,19.97,Nao identificado,S,3.0
453,0,1,Masculino,1,30.0,0,0,113051,27.75,C111,C,1.0
454,1,1,Masculino,1,49.0,1,0,17453,89.1,C92,C,1.0
455,0,3,Masculino,1,,0,0,A/5 2817,8.05,Nao identificado,S,3.0
456,1,3,Masculino,1,29.0,0,0,349240,7.9,Nao identificado,C,1.0
457,0,1,Masculino,1,65.0,0,0,13509,26.55,E38,S,3.0
458,1,1,Feminino,2,,1,0,17464,51.86,D21,S,3.0
459,1,2,Feminino,2,50.0,0,0,F.C.C. 13531,10.5,Nao identificado,S,3.0
460,0,3,Masculino,1,,0,0,371060,7.75,Nao identificado,Q,2.0
461,1,1,Masculino,1,48.0,0,0,19952,26.55,E12,S,3.0
462,0,3,Masculino,1,34.0,0,0,364506,8.05,Nao identificado,S,3.0
463,0,1,Masculino,1,47.0,0,0,111320,38.5,E63,S,3.0
464,0,2,Masculino,1,48.0,0,0,234360,13.0,Nao identificado,S,3.0
465,0,3,Masculino,1,,0,0,A/S 2816,8.05,Nao identificado,S,3.0
466,0,3,Masculino,1,38.0,0,0,SOTON/O.Q. 3101306,7.05,Nao identificado,S,3.0
467,0,2,Masculino,1,,0,0,239853,0.0,Nao identificado,S,3.0
468,0,1,Masculino,1,56.0,0,0,113792,26.55,Nao identificado,S,3.0
469,0,3,Masculino,1,,0,0,36209,7.72,Nao identificado,Q,2.0
471,0,3,Masculino,1,,0,0,323592,7.25,Nao identificado,S,3.0
472,0,3,Masculino,1,38.0,0,0,315089,8.66,Nao identificado,S,3.0
473,1,2,Feminino,2,33.0,1,2,C.A. 34651,27.75,Nao identificado,S,3.0
474,1,2,Feminino,2,23.0,0,0,SC/AH Basle 541,13.79,D,C,1.0
475,0,3,Feminino,2,22.0,0,0,7553,9.84,Nao identificado,S,3.0
476,0,1,Masculino,1,,0,0,110465,52.0,A14,S,3.0
477,0,2,Masculino,1,34.0,1,0,31027,21.0,Nao identificado,S,3.0
478,0,3,Masculino,1,29.0,1,0,3460,7.05,Nao identificado,S,3.0
479,0,3,Masculino,1,22.0,0,0,350060,7.52,Nao identificado,S,3.0
482,0,2,Masculino,1,,0,0,239854,0.0,Nao identificado,S,3.0
483,0,3,Masculino,1,50.0,0,0,A/5 3594,8.05,Nao identificado,S,3.0
484,1,3,Feminino,2,63.0,0,0,4134,9.59,Nao identificado,S,3.0
485,1,1,Masculino,1,25.0,1,0,11967,91.08,B49,C,1.0
486,0,3,Feminino,2,,3,1,4133,25.47,Nao identificado,S,3.0
487,1,1,Feminino,2,35.0,1,0,19943,90.0,C93,S,3.0
488,0,1,Masculino,1,58.0,0,0,11771,29.7,B37,C,1.0
489,0,3,Masculino,1,30.0,0,0,A.5. 18509,8.05,Nao identificado,S,3.0
491,0,3,Masculino,1,,1,0,65304,19.97,Nao identificado,S,3.0
492,0,3,Masculino,1,21.0,0,0,SOTON/OQ 3101317,7.25,Nao identificado,S,3.0
493,0,1,Masculino,1,55.0,0,0,113787,30.5,C30,S,3.0
494,0,1,Masculino,1,71.0,0,0,PC 17609,49.5,Nao identificado,C,1.0
495,0,3,Masculino,1,21.0,0,0,A/4 45380,8.05,Nao identificado,S,3.0
496,0,3,Masculino,1,,0,0,2627,14.46,Nao identificado,C,1.0
497,1,1,Feminino,2,54.0,1,0,36947,78.27,D20,C,1.0
498,0,3,Masculino,1,,0,0,C.A. 6212,15.1,Nao identificado,S,3.0
499,0,1,Feminino,2,25.0,1,2,113781,151.55,C22 C26,S,3.0
500,0,3,Masculino,1,24.0,0,0,350035,7.8,Nao identificado,S,3.0
501,0,3,Masculino,1,17.0,0,0,315086,8.66,Nao identificado,S,3.0
502,0,3,Feminino,2,21.0,0,0,364846,7.75,Nao identificado,Q,2.0
503,0,3,Feminino,2,,0,0,330909,7.63,Nao identificado,Q,2.0
504,0,3,Feminino,2,37.0,0,0,4135,9.59,Nao identificado,S,3.0
505,1,1,Feminino,2,16.0,0,0,110152,86.5,B79,S,3.0
506,0,1,Masculino,1,18.0,1,0,PC 17758,108.9,C65,C,1.0
507,1,2,Feminino,2,33.0,0,2,26360,26.0,Nao identificado,S,3.0
508,1,1,Masculino,1,,0,0,111427,26.55,Nao identificado,S,3.0
509,0,3,Masculino,1,28.0,0,0,C 4001,22.52,Nao identificado,S,3.0
510,1,3,Masculino,1,26.0,0,0,1601,56.5,Nao identificado,S,3.0
511,1,3,Masculino,1,29.0,0,0,382651,7.75,Nao identificado,Q,2.0
512,0,3,Masculino,1,,0,0,SOTON/OQ 3101316,8.05,Nao identificado,S,3.0
513,1,1,Masculino,1,36.0,0,0,PC 17473,26.29,E25,S,3.0
514,1,1,Feminino,2,54.0,1,0,PC 17603,59.4,Nao identificado,C,1.0
515,0,3,Masculino,1,24.0,0,0,349209,7.5,Nao identificado,S,3.0
516,0,1,Masculino,1,47.0,0,0,36967,34.02,D46,S,3.0
517,1,2,Feminino,2,34.0,0,0,C.A. 34260,10.5,F33,S,3.0
518,0,3,Masculino,1,,0,0,371110,24.15,Nao identificado,Q,2.0
519,1,2,Feminino,2,36.0,1,0,226875,26.0,Nao identificado,S,3.0
520,0,3,Masculino,1,32.0,0,0,349242,7.9,Nao identificado,S,3.0
521,1,1,Feminino,2,30.0,0,0,12749,93.5,B73,S,3.0
522,0,3,Masculino,1,22.0,0,0,349252,7.9,Nao identificado,S,3.0
523,0,3,Masculino,1,,0,0,2624,7.22,Nao identificado,C,1.0
524,1,1,Feminino,2,44.0,0,1,111361,57.98,B18,C,1.0
525,0,3,Masculino,1,,0,0,2700,7.23,Nao identificado,C,1.0
526,0,3,Masculino,1,40.5,0,0,367232,7.75,Nao identificado,Q,2.0
527,1,2,Feminino,2,50.0,0,0,W./C. 14258,10.5,Nao identificado,S,3.0
528,0,1,Masculino,1,,0,0,PC 17483,221.78,C95,S,3.0
529,0,3,Masculino,1,39.0,0,0,3101296,7.92,Nao identificado,S,3.0
530,0,2,Masculino,1,23.0,2,1,29104,11.5,Nao identificado,S,3.0
532,0,3,Masculino,1,,0,0,2641,7.23,Nao identificado,C,1.0
533,0,3,Masculino,1,17.0,1,1,2690,7.23,Nao identificado,C,1.0
534,1,3,Feminino,2,,0,2,2668,22.36,Nao identificado,C,1.0
535,0,3,Feminino,2,30.0,0,0,315084,8.66,Nao identificado,S,3.0
537,0,1,Masculino,1,45.0,0,0,113050,26.55,B38,S,3.0
538,1,1,Feminino,2,30.0,0,0,PC 17761,106.42,Nao identificado,C,1.0
539,0,3,Masculino,1,,0,0,364498,14.5,Nao identificado,S,3.0
540,1,1,Feminino,2,22.0,0,2,13568,49.5,B39,C,1.0
541,1,1,Feminino,2,36.0,0,2,WE/P 5735,71.0,B22,S,3.0
543,0,3,Feminino,2,11.0,4,2,347082,31.28,Nao identificado,S,3.0
544,1,2,Masculino,1,32.0,1,0,2908,26.0,Nao identificado,S,3.0
545,0,1,Masculino,1,50.0,1,0,PC 17761,106.42,C86,C,1.0
546,0,1,Masculino,1,64.0,0,0,693,26.0,Nao identificado,S,3.0
547,1,2,Feminino,2,19.0,1,0,2908,26.0,Nao identificado,S,3.0
548,1,2,Masculino,1,,0,0,SC/PARIS 2146,13.86,Nao identificado,C,1.0
549,0,3,Masculino,1,33.0,1,1,363291,20.52,Nao identificado,S,3.0
551,1,1,Masculino,1,17.0,0,2,17421,110.88,C70,C,1.0
552,0,2,Masculino,1,27.0,0,0,244358,26.0,Nao identificado,S,3.0
553,0,3,Masculino,1,,0,0,330979,7.83,Nao identificado,Q,2.0
554,1,3,Masculino,1,22.0,0,0,2620,7.22,Nao identificado,C,1.0
555,1,3,Feminino,2,22.0,0,0,347085,7.78,Nao identificado,S,3.0
556,0,1,Masculino,1,62.0,0,0,113807,26.55,Nao identificado,S,3.0
557,1,1,Feminino,2,48.0,1,0,11755,39.6,A16,C,1.0
558,0,1,Masculino,1,,0,0,PC 17757,227.52,Nao identificado,C,1.0
559,1,1,Feminino,2,39.0,1,1,110413,79.65,E67,S,3.0
560,1,3,Feminino,2,36.0,1,0,345572,17.4,Nao identificado,S,3.0
561,0,3,Masculino,1,,0,0,372622,7.75,Nao identificado,Q,2.0
562,0,3,Masculino,1,40.0,0,0,349251,7.9,Nao identificado,S,3.0
563,0,2,Masculino,1,28.0,0,0,218629,13.5,Nao identificado,S,3.0
564,0,3,Masculino,1,,0,0,SOTON/OQ 392082,8.05,Nao identificado,S,3.0
565,0,3,Feminino,2,,0,0,SOTON/O.Q. 392087,8.05,Nao identificado,S,3.0
566,0,3,Masculino,1,24.0,2,0,A/4 48871,24.15,Nao identificado,S,3.0
567,0,3,Masculino,1,19.0,0,0,349205,7.9,Nao identificado,S,3.0
568,0,3,Feminino,2,29.0,0,4,349909,21.08,Nao identificado,S,3.0
569,0,3,Masculino,1,,0,0,2686,7.23,Nao identificado,C,1.0
570,1,3,Masculino,1,32.0,0,0,350417,7.85,Nao identificado,S,3.0
571,1,2,Masculino,1,62.0,0,0,S.W./PP 752,10.5,Nao identificado,S,3.0
572,1,1,Feminino,2,53.0,2,0,11769,51.48,C101,S,3.0
573,1,1,Masculino,1,36.0,0,0,PC 17474,26.39,E25,S,3.0
574,1,3,Feminino,2,,0,0,14312,7.75,Nao identificado,Q,2.0
575,0,3,Masculino,1,16.0,0,0,A/4. 20589,8.05,Nao identificado,S,3.0
576,0,3,Masculino,1,19.0,0,0,358585,14.5,Nao identificado,S,3.0
577,1,2,Feminino,2,34.0,0,0,243880,13.0,Nao identificado,S,3.0
578,1,1,Feminino,2,39.0,1,0,13507,55.9,E44,S,3.0
579,0,3,Feminino,2,,1,0,2689,14.46,Nao identificado,C,1.0
580,1,3,Masculino,1,32.0,0,0,STON/O 2. 3101286,7.92,Nao identificado,S,3.0
581,1,2,Feminino,2,25.0,1,1,237789,30.0,Nao identificado,S,3.0
582,1,1,Feminino,2,39.0,1,1,17421,110.88,C68,C,1.0
583,0,2,Masculino,1,54.0,0,0,28403,26.0,Nao identificado,S,3.0
584,0,1,Masculino,1,36.0,0,0,13049,40.12,A10,C,1.0
585,0,3,Masculino,1,,0,0,3411,8.71,Nao identificado,C,1.0
586,1,1,Feminino,2,18.0,0,2,110413,79.65,E68,S,3.0
587,0,2,Masculino,1,47.0,0,0,237565,15.0,Nao identificado,S,3.0
588,1,1,Masculino,1,60.0,1,1,13567,79.2,B41,C,1.0
589,0,3,Masculino,1,22.0,0,0,14973,8.05,Nao identificado,S,3.0
590,0,3,Masculino,1,,0,0,A./5. 3235,8.05,Nao identificado,S,3.0
591,0,3,Masculino,1,35.0,0,0,STON/O 2. 3101273,7.12,Nao identificado,S,3.0
592,1,1,Feminino,2,52.0,1,0,36947,78.27,D20,C,1.0
593,0,3,Masculino,1,47.0,0,0,A/5 3902,7.25,Nao identificado,S,3.0
594,0,3,Feminino,2,,0,2,364848,7.75,Nao identificado,Q,2.0
595,0,2,Masculino,1,37.0,1,0,SC/AH 29037,26.0,Nao identificado,S,3.0
596,0,3,Masculino,1,36.0,1,1,345773,24.15,Nao identificado,S,3.0
597,1,2,Feminino,2,,0,0,248727,33.0,Nao identificado,S,3.0
598,0,3,Masculino,1,49.0,0,0,LINE,0.0,Nao identificado,S,3.0
599,0,3,Masculino,1,,0,0,2664,7.22,Nao identificado,C,1.0
600,1,1,Masculino,1,49.0,1,0,PC 17485,56.93,A20,C,1.0
601,1,2,Feminino,2,24.0,2,1,243847,27.0,Nao identificado,S,3.0
602,0,3,Masculino,1,,0,0,349214,7.9,Nao identificado,S,3.0
603,0,1,Masculino,1,,0,0,113796,42.4,Nao identificado,S,3.0
604,0,3,Masculino,1,44.0,0,0,364511,8.05,Nao identificado,S,3.0
605,1,1,Masculino,1,35.0,0,0,111426,26.55,Nao identificado,C,1.0
606,0,3,Masculino,1,36.0,1,0,349910,15.55,Nao identificado,S,3.0
607,0,3,Masculino,1,30.0,0,0,349246,7.9,Nao identificado,S,3.0
608,1,1,Masculino,1,27.0,0,0,113804,30.5,Nao identificado,S,3.0
609,1,2,Feminino,2,22.0,1,2,SC/Paris 2123,41.58,Nao identificado,C,1.0
610,1,1,Feminino,2,40.0,0,0,PC 17582,153.46,C125,S,3.0
611,0,3,Feminino,2,39.0,1,5,347082,31.28,Nao identificado,S,3.0
612,0,3,Masculino,1,,0,0,SOTON/O.Q. 3101305,7.05,Nao identificado,S,3.0
613,1,3,Feminino,2,,1,0,367230,15.5,Nao identificado,Q,2.0
614,0,3,Masculino,1,,0,0,370377,7.75,Nao identificado,Q,2.0
615,0,3,Masculino,1,35.0,0,0,364512,8.05,Nao identificado,S,3.0
616,1,2,Feminino,2,24.0,1,2,220845,65.0,Nao identificado,S,3.0
617,0,3,Masculino,1,34.0,1,1,347080,14.4,Nao identificado,S,3.0
618,0,3,Feminino,2,26.0,1,0,A/5. 3336,16.1,Nao identificado,S,3.0
620,0,2,Masculino,1,26.0,0,0,31028,10.5,Nao identificado,S,3.0
621,0,3,Masculino,1,27.0,1,0,2659,14.45,Nao identificado,C,1.0
622,1,1,Masculino,1,42.0,1,0,11753,52.55,D19,S,3.0
623,1,3,Masculino,1,20.0,1,1,2653,15.74,Nao identificado,C,1.0
624,0,3,Masculino,1,21.0,0,0,350029,7.85,Nao identificado,S,3.0
625,0,3,Masculino,1,21.0,0,0,54636,16.1,Nao identificado,S,3.0
626,0,1,Masculino,1,61.0,0,0,36963,32.32,D50,S,3.0
627,0,2,Masculino,1,57.0,0,0,219533,12.35,Nao identificado,Q,2.0
628,1,1,Feminino,2,21.0,0,0,13502,77.96,D9,S,3.0
629,0,3,Masculino,1,26.0,0,0,349224,7.9,Nao identificado,S,3.0
630,0,3,Masculino,1,,0,0,334912,7.73,Nao identificado,Q,2.0
631,1,1,Masculino,1,80.0,0,0,27042,30.0,A23,S,3.0
632,0,3,Masculino,1,51.0,0,0,347743,7.05,Nao identificado,S,3.0
633,1,1,Masculino,1,32.0,0,0,13214,30.5,B50,C,1.0
634,0,1,Masculino,1,,0,0,112052,0.0,Nao identificado,S,3.0
636,1,2,Feminino,2,28.0,0,0,237668,13.0,Nao identificado,S,3.0
637,0,3,Masculino,1,32.0,0,0,STON/O 2. 3101292,7.92,Nao identificado,S,3.0
638,0,2,Masculino,1,31.0,1,1,C.A. 31921,26.25,Nao identificado,S,3.0
639,0,3,Feminino,2,41.0,0,5,3101295,39.69,Nao identificado,S,3.0
640,0,3,Masculino,1,,1,0,376564,16.1,Nao identificado,S,3.0
641,0,3,Masculino,1,20.0,0,0,350050,7.85,Nao identificado,S,3.0
642,1,1,Feminino,2,24.0,0,0,PC 17477,69.3,B35,C,1.0
644,1,3,Masculino,1,,0,0,1601,56.5,Nao identificado,S,3.0
646,1,1,Masculino,1,48.0,1,0,PC 17572,76.73,D33,C,1.0
647,0,3,Masculino,1,19.0,0,0,349231,7.9,Nao identificado,S,3.0
648,1,1,Masculino,1,56.0,0,0,13213,35.5,A26,C,1.0
649,0,3,Masculino,1,,0,0,S.O./P.P. 751,7.55,Nao identificado,S,3.0
650,1,3,Feminino,2,23.0,0,0,CA. 2314,7.55,Nao identificado,S,3.0
651,0,3,Masculino,1,,0,0,349221,7.9,Nao identificado,S,3.0
652,1,2,Feminino,2,18.0,0,1,231919,23.0,Nao identificado,S,3.0
653,0,3,Masculino,1,21.0,0,0,8475,8.43,Nao identificado,S,3.0
654,1,3,Feminino,2,,0,0,330919,7.83,Nao identificado,Q,2.0
655,0,3,Feminino,2,18.0,0,0,365226,6.75,Nao identificado,Q,2.0
656,0,2,Masculino,1,24.0,2,0,S.O.C. 14879,73.5,Nao identificado,S,3.0
657,0,3,Masculino,1,,0,0,349223,7.9,Nao identificado,S,3.0
658,0,3,Feminino,2,32.0,1,1,364849,15.5,Nao identificado,Q,2.0
659,0,2,Masculino,1,23.0,0,0,29751,13.0,Nao identificado,S,3.0
660,0,1,Masculino,1,58.0,0,2,35273,113.28,D48,C,1.0
661,1,1,Masculino,1,50.0,2,0,PC 17611,133.65,Nao identificado,S,3.0
662,0,3,Masculino,1,40.0,0,0,2623,7.22,Nao identificado,C,1.0
663,0,1,Masculino,1,47.0,0,0,5727,25.59,E58,S,3.0
664,0,3,Masculino,1,36.0,0,0,349210,7.5,Nao identificado,S,3.0
665,1,3,Masculino,1,20.0,1,0,STON/O 2. 3101285,7.92,Nao identificado,S,3.0
666,0,2,Masculino,1,32.0,2,0,S.O.C. 14879,73.5,Nao identificado,S,3.0
667,0,2,Masculino,1,25.0,0,0,234686,13.0,Nao identificado,S,3.0
668,0,3,Masculino,1,,0,0,312993,7.78,Nao identificado,S,3.0
669,0,3,Masculino,1,43.0,0,0,A/5 3536,8.05,Nao identificado,S,3.0
670,1,1,Feminino,2,,1,0,19996,52.0,C126,S,3.0
671,1,2,Feminino,2,40.0,1,1,29750,39.0,Nao identificado,S,3.0
672,0,1,Masculino,1,31.0,1,0,F.C. 12750,52.0,B71,S,3.0
673,0,2,Masculino,1,70.0,0,0,C.A. 24580,10.5,Nao identificado,S,3.0
674,1,2,Masculino,1,31.0,0,0,244270,13.0,Nao identificado,S,3.0
675,0,2,Masculino,1,,0,0,239856,0.0,Nao identificado,S,3.0
676,0,3,Masculino,1,18.0,0,0,349912,7.78,Nao identificado,S,3.0
677,0,3,Masculino,1,24.5,0,0,342826,8.05,Nao identificado,S,3.0
678,1,3,Feminino,2,18.0,0,0,4138,9.84,Nao identificado,S,3.0
679,0,3,Feminino,2,43.0,1,6,CA 2144,46.9,Nao identificado,S,3.0
680,1,1,Masculino,1,36.0,0,1,PC 17755,512.33,B51 B53 B55,C,1.0
681,0,3,Feminino,2,,0,0,330935,8.14,Nao identificado,Q,2.0
682,1,1,Masculino,1,27.0,0,0,PC 17572,76.73,D49,C,1.0
683,0,3,Masculino,1,20.0,0,0,6563,9.22,Nao identificado,S,3.0
684,0,3,Masculino,1,14.0,5,2,CA 2144,46.9,Nao identificado,S,3.0
685,0,2,Masculino,1,60.0,1,1,29750,39.0,Nao identificado,S,3.0
686,0,2,Masculino,1,25.0,1,2,SC/Paris 2123,41.58,Nao identificado,C,1.0
687,0,3,Masculino,1,14.0,4,1,3101295,39.69,Nao identificado,S,3.0
688,0,3,Masculino,1,19.0,0,0,349228,10.17,Nao identificado,S,3.0
689,0,3,Masculino,1,18.0,0,0,350036,7.8,Nao identificado,S,3.0
690,1,1,Feminino,2,15.0,0,1,24160,211.34,B5,S,3.0
691,1,1,Masculino,1,31.0,1,0,17474,57.0,B20,S,3.0
693,1,3,Masculino,1,,0,0,1601,56.5,Nao identificado,S,3.0
694,0,3,Masculino,1,25.0,0,0,2672,7.22,Nao identificado,C,1.0
695,0,1,Masculino,1,60.0,0,0,113800,26.55,Nao identificado,S,3.0
696,0,2,Masculino,1,52.0,0,0,248731,13.5,Nao identificado,S,3.0
697,0,3,Masculino,1,44.0,0,0,363592,8.05,Nao identificado,S,3.0
698,1,3,Feminino,2,,0,0,35852,7.73,Nao identificado,Q,2.0
699,0,1,Masculino,1,49.0,1,1,17421,110.88,C68,C,1.0
700,0,3,Masculino,1,42.0,0,0,348121,7.65,F G63,S,3.0
701,1,1,Feminino,2,18.0,1,0,PC 17757,227.52,C62 C64,C,1.0
702,1,1,Masculino,1,35.0,0,0,PC 17475,26.29,E24,S,3.0
703,0,3,Feminino,2,18.0,0,1,2691,14.45,Nao identificado,C,1.0
704,0,3,Masculino,1,25.0,0,0,36864,7.74,Nao identificado,Q,2.0
705,0,3,Masculino,1,26.0,1,0,350025,7.85,Nao identificado,S,3.0
706,0,2,Masculino,1,39.0,0,0,250655,26.0,Nao identificado,S,3.0
707,1,2,Feminino,2,45.0,0,0,223596,13.5,Nao identificado,S,3.0
708,1,1,Masculino,1,42.0,0,0,PC 17476,26.29,E24,S,3.0
709,1,1,Feminino,2,22.0,0,0,113781,151.55,Nao identificado,S,3.0
710,1,3,Masculino,1,,1,1,2661,15.25,Nao identificado,C,1.0
711,1,1,Feminino,2,24.0,0,0,PC 17482,49.5,C90,C,1.0
712,0,1,Masculino,1,,0,0,113028,26.55,C124,S,3.0
713,1,1,Masculino,1,48.0,1,0,19996,52.0,C126,S,3.0
714,0,3,Masculino,1,29.0,0,0,7545,9.48,Nao identificado,S,3.0
715,0,2,Masculino,1,52.0,0,0,250647,13.0,Nao identificado,S,3.0
716,0,3,Masculino,1,19.0,0,0,348124,7.65,F G73,S,3.0
717,1,1,Feminino,2,38.0,0,0,PC 17757,227.52,C45,C,1.0
718,1,2,Feminino,2,27.0,0,0,34218,10.5,E101,S,3.0
719,0,3,Masculino,1,,0,0,36568,15.5,Nao identificado,Q,2.0
720,0,3,Masculino,1,33.0,0,0,347062,7.78,Nao identificado,S,3.0
722,0,3,Masculino,1,17.0,1,0,350048,7.05,Nao identificado,S,3.0
723,0,2,Masculino,1,34.0,0,0,12233,13.0,Nao identificado,S,3.0
